country,field,year,estimated_investment,complete
Italy,"Sales, retail, commerce, marketing",2016,1,True
Italy,"Mobile, platforms & Internet services",2024,4,False
Japan,Community and Lifestyle,2016,21,True
Japan,Biotechnology,2020,12,True
Japan,Real estate,2023,1,True
South Korea,Community and Lifestyle,2024,3,False
South Korea,"Mobile, platforms & Internet services",2024,133,False
Latvia,Software,2017,4,True
Latvia,Information Technology,2018,8,True
Mexico,All,2021,200,True
Mexico,General purpose,2020,6,True
Mexico,General purpose,2022,50,True
Netherlands,Data and analytics,2023,1036,True
New Zealand,Data and analytics,2020,79,True
New Zealand,Software,2021,1228,True
Poland,General purpose,2015,3,True
Poland,All,2020,141,True
Poland,Information Technology,2020,13,True
Portugal,General purpose,2016,6,True
Russia,Software,2017,8,True
Russia,General purpose,2023,1,True
Saudi Arabia,All,2020,14886,True
Singapore,Privacy and Security,2015,0,True
Singapore,Professional services,2020,471,True
Singapore,All,2022,3892,True
Sweden,Information Technology,2016,3,True
Sweden,Professional services,2020,24,True
Sweden,Data and analytics,2021,7873,True
Sweden,"Sales, retail, commerce, marketing",2022,11,True
Sweden,All,2021,20867,True
Taiwan,General purpose,2021,42,True
United States,Sports,2021,1277,True
United States,Consumer goods,2015,739,True
United States,Education,2014,323,True
United States,Energy and natural resources,2024,2308,False
United States,Media and Entertainment,2022,3052,True
United States,Computer Vision,2023,2448,True
United States,Finance,2016,997,True
United States,Cyber Security,2022,2180,True
South Africa,"Mobile, platforms & Internet services",2019,62,True
South Africa,All,2021,147,True
Peru,All,2020,3,True
Portugal,"Mobile, platforms & Internet services",2021,10,True
Germany,Education,2016,0,True
India,Computer Vision,2022,47,True
India,Computer Vision,2024,29,False
Lithuania,Software,2018,2,True
Norway,Information Technology,2016,0,True
Norway,Information Technology,2017,57,True
United Arab Emirates,Data and analytics,2019,30,True
Germany,Telecommunications,2022,16,True
Spain,Biotechnology,2022,24,True
Spain,Real estate,2017,1,True
Israel,Biotechnology,2019,1,True
South Korea,Manufacturing,2020,12,True
South Korea,Professional services,2017,7,True
Netherlands,Media and Entertainment,2021,301,True
Turkey,Hardware,2015,0,True
Taiwan,"Sales, retail, commerce, marketing",2017,0,True
Croatia,Data and analytics,2016,3,True
Netherlands,Community and Lifestyle,2020,1,True
Netherlands,Community and Lifestyle,2022,13,True
United Arab Emirates,Transportation,2017,1,True
Slovenia,Consumer goods,2016,0,True
United Arab Emirates,Information Technology,2022,42,True
Brazil,Sports,2016,0,True
India,Robotics,2016,0,True
Kenya,All,2023,13,True
Kenya,Data and analytics,2016,1,True
Kenya,Information Technology,2016,1,True
Lithuania,General purpose,2019,5,True
Nigeria,Data and analytics,2023,17,True
United Arab Emirates,Hardware,2024,1,False
Japan,Agriculture,2021,3,True
South Korea,NLP,2018,6,True
South Korea,NLP,2020,21,True
Norway,Finance,2020,5,True
Austria,Professional services,2021,0,True
Switzerland,Telecommunications,2023,0,True
Romania,Hardware,2022,3,True
Venezuela,Information Technology,2019,1,True
Czechia,Manufacturing,2020,1,True
Philippines,Finance,2022,4,True
Bulgaria,Healthcare and Life Sciences,2022,0,True
Colombia,Consumer goods,2021,1,True
Zimbabwe,Energy and natural resources,2021,0,True
Ghana,Lending and Investments,2024,10,False
Serbia,Transportation,2023,43,True
Bangladesh,Community and Lifestyle,2024,0,False
Lithuania,Lending and Investments,2024,100,False
Paraguay,Other,2024,4,False
Argentina,Privacy and Security,2017,4,True
Argentina,Education,2019,0,True
Argentina,Software,2024,6701,False
Austria,Robotics,2023,0,True
Austria,Transportation,2015,73,True
Austria,Lending and Investments,2019,0,True
Bulgaria,Computer Vision,2021,0,True
Bulgaria,General purpose,2022,0,True
Bosnia and Herzegovina,Software,2020,0,True
Belarus,Software,2016,2,True
Brazil,Telecommunications,2017,3,True
Brazil,"Military, public safety and government",2019,0,True
Switzerland,Lending and Investments,2020,57,True
Switzerland,Semiconductor,2021,0,True
China (mainland),Facial Recognition,2014,11,True
China (mainland),Navigation and mapping,2017,23,True
China (mainland),Cyber Security,2021,165,True
Colombia,"Sales, retail, commerce, marketing",2018,0,True
Czechia,Media and Entertainment,2021,2,True
Czechia,Healthcare and Life Sciences,2021,4,True
Denmark,Privacy and Security,2023,18,True
Denmark,Speech Recognition,2018,2,True
Egypt,Healthcare and Life Sciences,2018,0,True
Spain,Telecommunications,2019,0,True
France,Lending and Investments,2020,4,True
France,Agriculture,2022,8,True
United Kingdom,Semiconductor,2020,32,True
Ghana,Information Technology,2021,0,True
Ghana,"Sales, retail, commerce, marketing",2018,1,True
Ghana,All,2018,1,True
Croatia,Robotics,2020,0,True
Hungary,Computer Vision,2024,4,False
Hungary,Transportation,2021,1,True
Hungary,Professional services,2019,1,True
Indonesia,Computer Vision,2020,0,True
Indonesia,"Mobile, platforms & Internet services",2020,2,True
Indonesia,"Sales, retail, commerce, marketing",2017,1,True
Ireland,Computer Vision,2022,6,True
Ireland,Real estate,2015,5,True
Ireland,Transportation,2020,9,True
Ireland,Navigation and mapping,2018,0,True
Ireland,Lending and Investments,2021,20,True
Iceland,Hardware,2017,1,True
Italy,Telecommunications,2022,1,True
Italy,Computer Vision,2020,0,True
Jordan,All,2016,0,True
Kenya,Consumer goods,2020,0,True
South Korea,Gaming,2020,2,True
South Korea,Gaming,2024,2,False
South Korea,Lending and Investments,2018,6,True
South Korea,Lending and Investments,2023,4,True
Lebanon,All,2014,0,True
Lebanon,Software,2019,0,True
Lebanon,Data and analytics,2019,0,True
Lebanon,Professional services,2022,0,True
Sri Lanka,"Sales, retail, commerce, marketing",2019,1,True
Sri Lanka,"Sales, retail, commerce, marketing",2022,0,True
Sri Lanka,Software,2017,2,True
Luxembourg,Education,2020,410,True
Mexico,Other,2020,1,True
Mexico,Hardware,2022,2,True
Malta,General purpose,2020,37,True
Nigeria,"Mobile, platforms & Internet services",2019,0,True
Netherlands,Education,2019,0,True
Norway,"Military, public safety and government",2020,0,True
Norway,Consumer goods,2020,0,True
Norway,Consumer goods,2021,7,True
New Zealand,Information Technology,2023,2,True
New Zealand,Professional services,2022,70,True
New Zealand,Hardware,2016,8,True
New Zealand,Other,2014,1,True
Peru,General purpose,2020,3,True
Peru,Hardware,2022,0,True
Philippines,Data and analytics,2022,0,True
Poland,NLP,2015,1,True
Puerto Rico,"Mobile, platforms & Internet services",2024,0,False
Portugal,Biotechnology,2016,0,True
Romania,Energy and natural resources,2022,1,True
Russia,Robotics,2019,1,True
Russia,Computer Vision,2019,1,True
Russia,"Mobile, platforms & Internet services",2023,1,True
Singapore,Gaming,2024,8,False
Slovakia,Telecommunications,2014,1,True
Slovakia,Navigation and mapping,2023,1,True
Slovenia,Hardware,2018,0,True
Thailand,Hardware,2019,0,True
Thailand,"Mobile, platforms & Internet services",2016,0,True
Tunisia,Information Technology,2024,2,False
Turkey,Consumer goods,2019,0,True
Turkey,Consumer goods,2020,0,True
Turkey,Consumer goods,2022,3,True
Turkey,Energy and natural resources,2020,1,True
Taiwan,Professional services,2020,2,True
Taiwan,Biotechnology,2018,0,True
Ukraine,Data and analytics,2018,1,True
Uruguay,Software,2023,1,True
United States,Facial Recognition,2022,11,True
Venezuela,Software,2019,1,True
Vietnam,Lending and Investments,2020,1,True
Vietnam,"Sales, retail, commerce, marketing",2019,1,True
South Africa,Community and Lifestyle,2016,52,True
Zambia,General purpose,2023,0,True
Zimbabwe,All,2021,0,True
Slovenia,Software,2019,0,True
Australia,Software,2023,372,True
Australia,Privacy and Security,2023,6,True
Australia,"Mobile, platforms & Internet services",2019,14,True
Australia,General purpose,2021,1923,True
Austria,All,2014,6,True
Austria,All,2024,838,False
Brazil,Professional services,2020,138,True
Canada,Consumer goods,2016,77,True
Canada,Data and analytics,2024,1431,False
Canada,Energy and natural resources,2014,1,True
Canada,"Mobile, platforms & Internet services",2016,365,True
Canada,"Sales, retail, commerce, marketing",2024,336,False
Switzerland,Information Technology,2017,122,True
Switzerland,Cyber Security,2014,19,True
Switzerland,Media and Entertainment,2024,4,False
Switzerland,All,2014,164,True
Switzerland,All,2016,253,True
Switzerland,All,2018,725,True
Chile,General purpose,2021,35,True
Chile,All,2021,270,True
China (mainland),Hardware,2019,1631,True
China (mainland),Information Technology,2017,650,True
China (mainland),Speech Recognition,2023,0,True
China (mainland),Professional services,2020,114,True
China (mainland),Computer Vision,2017,189,True
Colombia,All,2016,0,True
Colombia,All,2020,3,True
Colombia,General purpose,2014,0,True
Germany,Software,2017,402,True
Germany,"Mobile, platforms & Internet services",2015,114,True
Germany,Privacy and Security,2016,2,True
Germany,Privacy and Security,2019,78,True
Germany,Lending and Investments,2022,15,True
Germany,Other,2018,71,True
Spain,"Mobile, platforms & Internet services",2022,1889,True
Spain,Education,2015,3,True
Estonia,Professional services,2021,5,True
Estonia,Professional services,2024,0,False
Finland,All,2018,701,True
Finland,General purpose,2023,1411,True
France,Energy and natural resources,2014,4,True
France,Consumer goods,2020,207,True
France,Data and analytics,2015,147,True
France,Hardware,2023,349,True
France,"Mobile, platforms & Internet services",2021,359,True
United Kingdom,Sports,2015,1,True
United Kingdom,Media and Entertainment,2023,179,True
United Kingdom,Cyber Security,2022,40,True
Hungary,Information Technology,2019,2,True
India,NLP,2015,3,True
India,Hardware,2018,329,True
Ireland,"Mobile, platforms & Internet services",2022,12,True
Iceland,Data and analytics,2022,14,True
Israel,NLP,2019,42,True
Israel,Transportation,2017,55,True
Israel,Energy and natural resources,2023,34,True
Israel,Software,2023,1524,True
Israel,"Mobile, platforms & Internet services",2019,277,True
Italy,Hardware,2019,3,True
Italy,Hardware,2024,6,False
Italy,Transportation,2016,1,True
Italy,Information Technology,2018,8,True
Japan,Other,2017,15,True
Japan,Healthcare and Life Sciences,2016,8,True
Japan,All,2024,975,False
Japan,Transportation,2022,59,True
Japan,General purpose,2020,367,True
South Korea,Healthcare and Life Sciences,2014,3,True
South Korea,"Mobile, platforms & Internet services",2020,103,True
South Korea,General purpose,2015,12,True
South Korea,Data and analytics,2020,678,True
Mexico,Information Technology,2022,7,True
Malaysia,All,2015,5,True
Netherlands,Finance,2014,0,True
Netherlands,Finance,2017,70,True
New Zealand,All,2017,1,True
New Zealand,All,2018,42,True
Poland,Software,2021,78,True
Russia,General purpose,2021,2,True
Saudi Arabia,Software,2022,1452,True
Singapore,Navigation and mapping,2015,1,True
Singapore,"Mobile, platforms & Internet services",2022,2323,True
Singapore,Information Technology,2015,221,True
Singapore,Cyber Security,2015,0,True
Sweden,Professional services,2023,16,True
Sweden,Data and analytics,2023,97,True
Sweden,General purpose,2019,46,True
Sweden,Transportation,2015,3,True
Sweden,"Sales, retail, commerce, marketing",2024,6,False
Sweden,Healthcare and Life Sciences,2024,7,False
Sweden,All,2016,65,True
United States,"Mobile, platforms & Internet services",2016,4889,True
United States,Speech Recognition,2014,5,True
United States,Energy and natural resources,2019,3783,True
United States,Computer Vision,2020,2576,True
United States,Professional services,2018,3897,True
United States,Transportation,2017,2641,True
United States,Cyber Security,2018,3671,True
South Africa,All,2023,76,True
South Africa,All,2024,89,False
Brazil,Other,2024,51,False
Germany,Energy and natural resources,2022,75,True
South Korea,Navigation and mapping,2015,2,True
Poland,Finance,2019,4,True
United Arab Emirates,Software,2016,0,True
United Arab Emirates,Software,2018,120,True
United Arab Emirates,Data and analytics,2021,816,True
Germany,Computer Vision,2024,14,False
Denmark,Software,2023,91,True
Spain,NLP,2019,14,True
France,Community and Lifestyle,2015,1,True
Indonesia,General purpose,2017,20,True
Latvia,General purpose,2018,0,True
Mexico,Finance,2017,6,True
Singapore,Media and Entertainment,2022,31,True
Sweden,Computer Vision,2016,2,True
Sweden,Finance,2022,3442,True
Turkey,Hardware,2019,2,True
Chile,Energy and natural resources,2019,0,True
Malaysia,Information Technology,2016,0,True
United Arab Emirates,Transportation,2022,12,True
Switzerland,Manufacturing,2018,26,True
United Kingdom,Gaming,2018,1,True
United Arab Emirates,"Sales, retail, commerce, marketing",2022,2,True
Australia,Robotics,2017,1,True
Chile,"Sales, retail, commerce, marketing",2017,53,True
China (mainland),Semiconductor,2016,2,True
Czechia,Information Technology,2020,39,True
Czechia,Other,2019,0,True
Denmark,Robotics,2016,1,True
Egypt,General purpose,2019,2,True
Egypt,Data and analytics,2018,0,True
Finland,Professional services,2017,0,True
Finland,Professional services,2021,670,True
Lithuania,Data and analytics,2020,2,True
Poland,Hardware,2018,2,True
Singapore,Lending and Investments,2022,13,True
Vietnam,Data and analytics,2019,3,True
Italy,Other,2019,0,True
Norway,"Sales, retail, commerce, marketing",2017,33,True
Taiwan,Healthcare and Life Sciences,2021,7,True
Turkey,Media and Entertainment,2024,2,False
Nigeria,Telecommunications,2019,0,True
Oman,Information Technology,2019,0,True
Estonia,"Mobile, platforms & Internet services",2021,3,True
Estonia,Computer Vision,2023,1,True
Poland,Lending and Investments,2019,0,True
Thailand,Healthcare and Life Sciences,2019,3,True
Puerto Rico,Other,2020,0,True
El Salvador,All,2021,1,True
Uruguay,Other,2020,0,True
Bahrain,Privacy and Security,2020,0,True
Czechia,Gaming,2021,2,True
Armenia,Hardware,2021,0,True
Mauritius,Education,2021,1,True
Belgium,Manufacturing,2021,185,True
Ghana,Other,2023,6,True
Russia,Real estate,2024,1,False
Jordan,Lending and Investments,2022,0,True
Slovakia,Real estate,2023,0,True
Australia,"Military, public safety and government",2024,0,False
Austria,Manufacturing,2021,0,True
Austria,NLP,2019,6,True
Austria,NLP,2024,1,False
Austria,Real estate,2020,9,True
Bangladesh,Healthcare and Life Sciences,2020,0,True
Bulgaria,Data and analytics,2021,0,True
Belarus,Data and analytics,2020,1,True
Belarus,All,2022,0,True
Botswana,Software,2014,1,True
Botswana,Finance,2021,0,True
Switzerland,Semiconductor,2024,4,False
Chile,"Mobile, platforms & Internet services",2015,0,True
Chile,Community and Lifestyle,2019,5,True
China (mainland),Navigation and mapping,2024,21,False
