country,field,year,num_patent_applications,complete
Hungary,Life Sciences,2018,2,True
Israel,Banking and Finance,2022,0,False
Israel,Physical Sciences and Engineering,2020,0,False
Israel,Security,2019,3,True
India,Energy Management,2020,0,False
India,Life Sciences,2014,6,True
India,Life Sciences,2016,28,True
Italy,All,2020,65,False
Japan,Transportation,2019,351,True
Japan,All,2022,1509,False
Japan,Energy Management,2017,79,True
South Korea,Personal Devices and Computing,2015,130,True
South Korea,Energy Management,2021,470,False
Lithuania,Industry and Manufacturing,2020,0,False
Luxembourg,Telecommunications,2022,6,False
Luxembourg,Physical Sciences and Engineering,2018,1,True
Luxembourg,Physical Sciences and Engineering,2022,5,False
Luxembourg,Transportation,2021,1,False
Mexico,Life Sciences,2020,42,False
Mexico,Industry and Manufacturing,2022,2,False
Mexico,Energy Management,2021,1,False
Malaysia,Life Sciences,2019,0,True
Malaysia,Transportation,2016,2,True
Netherlands,Transportation,2014,0,True
Norway,Energy Management,2020,0,False
New Zealand,Security,2020,0,False
New Zealand,Transportation,2019,0,True
Peru,All,2016,3,True
Philippines,Banking and Finance,2020,0,False
Philippines,Life Sciences,2016,0,True
Philippines,Personal Devices and Computing,2018,0,True
Poland,Transportation,2023,0,False
Poland,Life Sciences,2023,1,False
Poland,Security,2014,0,True
Romania,Business,2017,1,True
Serbia,Industry and Manufacturing,2018,1,True
Russia,Business,2014,4,True
Russia,Business,2019,16,True
Sweden,Telecommunications,2018,8,True
Sweden,Business,2018,0,True
Singapore,Business,2016,14,True
Singapore,Life Sciences,2016,10,True
Slovenia,Telecommunications,2016,2,True
Slovenia,Industry and Manufacturing,2015,1,True
Turkey,Personal Devices and Computing,2022,4,False
Turkey,Energy Management,2016,0,True
Turkey,Energy Management,2018,0,True
Taiwan,Energy Management,2019,6,True
Taiwan,Industry and Manufacturing,2016,8,True
United States,Transportation,2020,1071,False
South Africa,Personal Devices and Computing,2021,0,False
South Africa,Banking and Finance,2023,0,False
Iran,Industry and Manufacturing,2018,0,True
Costa Rica,Physical Sciences and Engineering,2019,0,True
Croatia,Business,2018,0,True
Ireland,Physical Sciences and Engineering,2021,0,False
Bulgaria,Banking and Finance,2021,0,False
Serbia,Security,2017,0,True
Ukraine,Telecommunications,2015,0,True
Ukraine,Telecommunications,2023,0,False
Jordan,Business,2021,0,False
Saudi Arabia,Energy Management,2021,0,False
Uruguay,Industry and Manufacturing,2017,1,True
Argentina,Physical Sciences and Engineering,2019,3,True
Argentina,Business,2017,1,True
Austria,Telecommunications,2021,2,False
Australia,Physical Sciences and Engineering,2021,85,False
Australia,All,2018,473,True
Belgium,Personal Devices and Computing,2017,0,True
Brazil,Security,2022,0,False
Brazil,Banking and Finance,2019,13,True
Brazil,Energy Management,2019,8,True
Canada,Life Sciences,2016,103,True
Canada,Personal Devices and Computing,2022,22,False
Switzerland,Transportation,2017,0,True
Switzerland,Telecommunications,2022,0,False
Switzerland,Industry and Manufacturing,2017,0,True
Chile,Life Sciences,2018,0,True
China (mainland),Telecommunications,2024,78,False
Germany,Life Sciences,2017,46,True
Denmark,Life Sciences,2019,6,True
Spain,Life Sciences,2020,10,False
France,Industry and Manufacturing,2021,9,False
United Kingdom,Banking and Finance,2019,17,True
United Kingdom,Energy Management,2021,12,False
Greece,Energy Management,2014,0,True
Greece,Business,2015,0,True
Croatia,Life Sciences,2019,0,True
Hungary,Life Sciences,2016,0,True
Hungary,Transportation,2016,2,True
Hungary,Personal Devices and Computing,2016,2,True
Hungary,Physical Sciences and Engineering,2014,0,True
Israel,Personal Devices and Computing,2021,9,False
India,Banking and Finance,2016,2,True
India,Security,2022,0,False
Italy,Life Sciences,2022,8,False
Italy,Industry and Manufacturing,2022,1,False
Italy,Security,2020,3,False
South Korea,Telecommunications,2022,743,False
Lithuania,Life Sciences,2019,1,True
Lithuania,Energy Management,2015,0,True
Lithuania,Transportation,2016,0,True
Luxembourg,Telecommunications,2017,0,True
Luxembourg,Life Sciences,2023,5,False
Morocco,Physical Sciences and Engineering,2017,0,True
Mexico,Security,2022,0,False
Mexico,Personal Devices and Computing,2022,4,False
Mexico,Energy Management,2023,0,False
Mexico,All,2022,14,False
Malaysia,Energy Management,2016,0,True
Netherlands,Physical Sciences and Engineering,2018,0,True
Norway,Telecommunications,2021,1,False
New Zealand,Personal Devices and Computing,2017,6,True
New Zealand,Business,2019,0,True
Peru,Business,2018,0,True
Peru,Telecommunications,2022,0,False
Peru,Energy Management,2020,1,False
Poland,Business,2016,1,True
Poland,Business,2023,0,False
Poland,Energy Management,2019,0,True
Poland,Physical Sciences and Engineering,2020,0,False
Portugal,Security,2014,0,True
Portugal,Telecommunications,2016,4,True
Portugal,Energy Management,2017,0,True
Portugal,Energy Management,2019,0,True
Portugal,Physical Sciences and Engineering,2018,2,True
Romania,Business,2020,0,False
Romania,Life Sciences,2023,0,False
Russia,Energy Management,2021,0,False
Sweden,Energy Management,2018,1,True
Singapore,Physical Sciences and Engineering,2014,1,True
Singapore,All,2018,201,True
Slovakia,All,2021,8,False
Slovakia,Industry and Manufacturing,2020,0,False
Turkey,Industry and Manufacturing,2016,0,True
Turkey,Business,2022,5,False
Taiwan,Transportation,2017,3,True
United States,Telecommunications,2019,3413,True
United States,Transportation,2015,364,True
United States,Banking and Finance,2015,172,True
South Africa,Physical Sciences and Engineering,2019,1,True
Costa Rica,Telecommunications,2020,0,False
Uruguay,Personal Devices and Computing,2017,0,True
Uruguay,Physical Sciences and Engineering,2020,0,False
Croatia,Industry and Manufacturing,2018,0,True
Slovakia,Business,2021,0,False
Slovakia,Physical Sciences and Engineering,2021,0,False
Slovenia,Transportation,2022,0,False
Romania,Industry and Manufacturing,2021,0,False
Romania,Security,2020,0,False
Serbia,Security,2019,0,True
Serbia,Security,2022,0,False
Ukraine,Security,2018,0,True
Kenya,All,2016,1,True
Argentina,Telecommunications,2016,0,True
Austria,Industry and Manufacturing,2019,0,True
Australia,Industry and Manufacturing,2022,9,False
Australia,Banking and Finance,2015,14,True
Australia,Banking and Finance,2023,0,False
Australia,Transportation,2023,0,False
Belgium,Telecommunications,2016,0,True
Belgium,Business,2022,0,False
Brazil,Life Sciences,2018,51,True
Brazil,Personal Devices and Computing,2022,3,False
Brazil,Banking and Finance,2015,1,True
Canada,Banking and Finance,2022,3,False
Switzerland,Personal Devices and Computing,2021,5,False
Chile,Personal Devices and Computing,2021,1,False
Chile,Physical Sciences and Engineering,2021,0,False
Chile,Transportation,2019,0,True
Colombia,Life Sciences,2015,0,True
Czechia,Business,2020,0,False
Germany,Energy Management,2022,52,False
Germany,Physical Sciences and Engineering,2017,16,True
Spain,All,2016,57,True
Spain,Industry and Manufacturing,2014,2,True
France,Business,2023,0,False
France,Transportation,2020,41,False
United Kingdom,Security,2018,26,True
United Kingdom,Life Sciences,2019,63,True
United Kingdom,Telecommunications,2022,101,False
Greece,Security,2018,0,True
Greece,Personal Devices and Computing,2015,1,True
Greece,Personal Devices and Computing,2019,1,True
Hong Kong,Transportation,2018,0,True
Hungary,Banking and Finance,2018,0,True
Hungary,Personal Devices and Computing,2020,1,False
Israel,Personal Devices and Computing,2015,10,True
Israel,Business,2018,2,True
Israel,Physical Sciences and Engineering,2021,1,False
Italy,Industry and Manufacturing,2014,2,True
Italy,Security,2019,5,True
Italy,Personal Devices and Computing,2022,4,False
Japan,Industry and Manufacturing,2017,208,True
Luxembourg,Industry and Manufacturing,2018,0,True
Luxembourg,All,2022,61,False
Morocco,Security,2019,2,True
Morocco,Life Sciences,2018,2,True
Mexico,Energy Management,2019,4,True
Malaysia,Security,2018,1,True
Netherlands,Security,2017,0,True
Netherlands,Industry and Manufacturing,2016,0,True
Norway,Telecommunications,2022,0,False
Norway,All,2014,2,True
New Zealand,Physical Sciences and Engineering,2021,0,False
Peru,Security,2021,1,False
Peru,All,2018,4,True
Peru,Banking and Finance,2015,0,True
Poland,Industry and Manufacturing,2015,3,True
Poland,Physical Sciences and Engineering,2014,0,True
Poland,All,2021,11,False
Portugal,Life Sciences,2021,1,False
Portugal,Energy Management,2015,0,True
Portugal,Energy Management,2020,0,False
Romania,Energy Management,2018,0,True
Serbia,Banking and Finance,2016,0,True
Serbia,Transportation,2015,0,True
Russia,Security,2016,14,True
Russia,Life Sciences,2017,33,True
Russia,All,2019,169,True
Russia,Telecommunications,2021,5,False
Sweden,Physical Sciences and Engineering,2017,2,True
Singapore,Banking and Finance,2016,5,True
Slovenia,Telecommunications,2022,0,False
Tunisia,Security,2022,1,False
Turkey,Transportation,2018,1,True
Turkey,Transportation,2020,1,False
Turkey,Energy Management,2020,1,False
Taiwan,All,2023,25,False
Taiwan,Personal Devices and Computing,2017,68,True
Taiwan,Transportation,2022,4,False
United States,Telecommunications,2017,2449,True
United States,Security,2017,667,True
South Africa,Business,2014,1,True
South Africa,Personal Devices and Computing,2016,1,True
South Africa,Life Sciences,2019,0,True
South Africa,Security,2023,0,False
Sri Lanka,Security,2016,0,True
Croatia,Business,2019,0,True
Croatia,Security,2018,0,True
Slovenia,Transportation,2015,0,True
Slovenia,Security,2022,0,False
Philippines,Security,2020,0,False
Philippines,Industry and Manufacturing,2015,0,True
Bulgaria,Security,2019,0,True
Romania,Personal Devices and Computing,2015,0,True
Serbia,Physical Sciences and Engineering,2020,0,False
Hong Kong,Banking and Finance,2017,0,True
Argentina,All,2016,1,True
Argentina,All,2018,7,True
Argentina,Telecommunications,2022,3,False
Austria,Personal Devices and Computing,2018,3,True
Austria,Banking and Finance,2021,1,False
Australia,Energy Management,2016,18,True
Australia,All,2019,566,True
Australia,Security,2014,2,True
Brazil,All,2022,10,False
Brazil,Industry and Manufacturing,2017,5,True
Brazil,Transportation,2019,18,True
Brazil,Energy Management,2018,4,True
Brazil,Business,2017,7,True
Brazil,Telecommunications,2015,9,True
Canada,Telecommunications,2020,147,False
Canada,Life Sciences,2023,0,False
Switzerland,Banking and Finance,2016,2,True
China (mainland),Life Sciences,2022,5507,False
Colombia,Banking and Finance,2019,1,True
Germany,Industry and Manufacturing,2017,43,True
Germany,Telecommunications,2015,18,True
Germany,All,2014,68,True
Spain,Energy Management,2014,1,True
Spain,All,2014,35,True
Finland,Transportation,2015,0,True
Finland,Personal Devices and Computing,2020,15,False
Finland,All,2014,11,True
Finland,All,2015,11,True
France,Industry and Manufacturing,2014,1,True
United Kingdom,Banking and Finance,2017,7,True
United Kingdom,All,2023,252,False
Greece,Energy Management,2016,0,True
Greece,Security,2015,0,True
Greece,Personal Devices and Computing,2021,4,False
Croatia,Physical Sciences and Engineering,2015,0,True
Hungary,Industry and Manufacturing,2015,0,True
Hungary,Energy Management,2016,0,True
Israel,Personal Devices and Computing,2016,3,True
Israel,Physical Sciences and Engineering,2017,0,True
Israel,Transportation,2016,1,True
India,Banking and Finance,2014,2,True
India,Business,2020,0,False
India,Personal Devices and Computing,2022,0,False
Japan,Security,2014,19,True
Japan,Security,2018,103,True
Japan,Personal Devices and Computing,2019,1317,True
South Korea,Transportation,2014,33,True
South Korea,Transportation,2015,76,True
Lithuania,Security,2014,0,True
Lithuania,Banking and Finance,2014,0,True
Luxembourg,Telecommunications,2016,0,True
Luxembourg,All,2019,10,True
Morocco,Physical Sciences and Engineering,2014,0,True
Mexico,Business,2019,19,True
Mexico,All,2020,134,False
Malaysia,Physical Sciences and Engineering,2015,0,True
Netherlands,All,2020,19,False
Netherlands,Energy Management,2020,0,False
Norway,Life Sciences,2016,1,True
New Zealand,All,2018,12,True
New Zealand,Energy Management,2020,0,False
New Zealand,Business,2015,2,True
Poland,Banking and Finance,2020,0,False
Portugal,Business,2017,0,True
Portugal,Telecommunications,2018,1,True
Portugal,Telecommunications,2019,0,True
Portugal,Personal Devices and Computing,2021,2,False
Romania,Telecommunications,2018,0,True
Romania,Business,2021,0,False
Serbia,Transportation,2019,0,True
Sweden,Personal Devices and Computing,2020,12,False
Turkey,Banking and Finance,2015,0,True
Turkey,Life Sciences,2022,6,False
Taiwan,All,2020,627,False
Taiwan,Banking and Finance,2020,8,False
United States,Energy Management,2016,115,True
United States,Energy Management,2022,78,False
South Africa,Banking and Finance,2020,0,False
Kenya,Energy Management,2016,0,True
Thailand,Industry and Manufacturing,2017,0,True
Costa Rica,Physical Sciences and Engineering,2020,0,False
Saudi Arabia,Personal Devices and Computing,2021,0,False
Tunisia,Business,2022,0,False
Ireland,Telecommunications,2022,0,False
Ireland,Transportation,2022,0,False
Ireland,Physical Sciences and Engineering,2022,0,False
Philippines,Industry and Manufacturing,2020,0,False
Czechia,Security,2020,0,False
Bulgaria,Business,2017,0,True
Bulgaria,Physical Sciences and Engineering,2022,0,False
Chile,Banking and Finance,2014,0,True
Romania,Transportation,2022,0,False
Romania,Banking and Finance,2018,0,True
Ukraine,Banking and Finance,2017,0,True
Ukraine,Banking and Finance,2023,0,False
South Africa,Transportation,2018,0,True
Serbia,Physical Sciences and Engineering,2017,0,True
Serbia,Telecommunications,2019,0,True
South Africa,Industry and Manufacturing,2021,0,False
Latvia,All,2017,1,True
Argentina,Industry and Manufacturing,2021,0,False
Canada,Personal Devices and Computing,2018,324,True
Canada,Personal Devices and Computing,2020,322,False
Canada,Physical Sciences and Engineering,2014,10,True
Canada,Banking and Finance,2015,17,True
Switzerland,Physical Sciences and Engineering,2021,1,False
Switzerland,Telecommunications,2014,1,True
Chile,Personal Devices and Computing,2017,0,True
Chile,Physical Sciences and Engineering,2022,1,False
China (mainland),Energy Management,2017,753,True
China (mainland),Personal Devices and Computing,2020,36594,False
China (mainland),Industry and Manufacturing,2017,548,True
Colombia,Physical Sciences and Engineering,2017,1,True
