country,field,year,num_patent_granted,complete
South Korea,Business,2022,294,False
South Korea,All,2017,1866,True
Netherlands,Banking and Finance,2015,0,True
Taiwan,Banking and Finance,2020,6,False
United States,All,2016,5020,True
United States,Industry and Manufacturing,2016,179,True
Lithuania,Telecommunications,2020,1,False
Lithuania,Physical Sciences and Engineering,2020,1,False
Ukraine,Business,2021,0,False
South Africa,Physical Sciences and Engineering,2016,0,True
South Africa,Energy Management,2014,0,True
South Africa,Transportation,2018,0,False
South Africa,Banking and Finance,2014,1,True
Switzerland,Personal Devices and Computing,2014,0,True
Philippines,Life Sciences,2018,0,False
Bulgaria,Energy Management,2018,0,False
Bulgaria,Life Sciences,2017,0,True
Chile,Industry and Manufacturing,2018,0,False
Chile,Personal Devices and Computing,2018,0,False
Slovakia,Life Sciences,2015,0,True
Hong Kong,Life Sciences,2018,1,False
Norway,Energy Management,2018,0,False
Norway,Transportation,2022,1,False
Luxembourg,Life Sciences,2017,0,True
Luxembourg,Industry and Manufacturing,2017,0,True
Luxembourg,Transportation,2016,0,True
Belgium,Transportation,2017,2,True
Belgium,Transportation,2020,0,False
Czechia,Telecommunications,2022,0,False
Czechia,All,2017,1,True
Argentina,Business,2022,0,False
Jordan,Physical Sciences and Engineering,2021,0,False
Saudi Arabia,Personal Devices and Computing,2021,0,False
Brunei Darussalam,Security,2014,0,True
Turkey,Security,2016,0,True
Turkey,All,2015,3,True
Morocco,Physical Sciences and Engineering,2014,0,True
Morocco,Business,2017,1,True
Morocco,Business,2020,0,False
Brazil,Transportation,2020,4,False
Hungary,Security,2014,1,True
Hungary,Security,2020,1,False
India,Energy Management,2016,2,True
India,Energy Management,2017,1,True
India,Life Sciences,2020,0,False
Italy,All,2014,3,True
Italy,All,2021,10,False
Mexico,Banking and Finance,2014,0,True
Mexico,Energy Management,2018,2,False
Mexico,Security,2016,6,True
Mexico,Security,2018,3,False
Mexico,Telecommunications,2014,1,True
Malaysia,Security,2020,0,False
Malaysia,Business,2017,3,True
New Zealand,Physical Sciences and Engineering,2017,1,True
Russia,Telecommunications,2019,23,False
Singapore,Personal Devices and Computing,2015,13,True
Austria,Banking and Finance,2020,1,False
Austria,Transportation,2022,1,False
Canada,Business,2021,18,False
Canada,Security,2016,22,True
Denmark,Energy Management,2020,0,False
Denmark,Physical Sciences and Engineering,2014,0,True
Finland,Transportation,2014,0,True
Finland,Industry and Manufacturing,2022,0,False
Finland,Security,2017,1,True
Portugal,Personal Devices and Computing,2014,1,True
Portugal,All,2018,9,False
Portugal,Energy Management,2014,1,True
Portugal,Physical Sciences and Engineering,2014,0,True
Sweden,All,2017,9,True
Sweden,Business,2022,0,False
Sweden,Industry and Manufacturing,2016,1,True
Australia,Banking and Finance,2015,9,True
Germany,Transportation,2017,136,True
Germany,Banking and Finance,2023,1,False
Spain,Transportation,2018,17,False
Spain,Telecommunications,2016,11,True
Spain,Telecommunications,2022,1,False
Spain,Physical Sciences and Engineering,2022,1,False
France,Business,2019,11,False
United Kingdom,Business,2021,7,False
United Kingdom,Telecommunications,2016,37,True
Greece,Personal Devices and Computing,2019,1,False
Greece,Physical Sciences and Engineering,2020,0,False
Greece,Industry and Manufacturing,2014,0,True
Japan,Banking and Finance,2019,83,False
South Korea,Industry and Manufacturing,2019,403,False
South Korea,Energy Management,2023,9,False
Netherlands,Industry and Manufacturing,2014,0,True
Netherlands,Security,2016,0,True
Netherlands,Banking and Finance,2018,0,False
Taiwan,Transportation,2018,14,False
Taiwan,Industry and Manufacturing,2017,11,True
Taiwan,Energy Management,2017,4,True
Taiwan,Banking and Finance,2021,2,False
Taiwan,Business,2015,3,True
United States,Life Sciences,2017,1027,True
United States,Physical Sciences and Engineering,2017,202,True
United States,Industry and Manufacturing,2019,439,False
United States,Transportation,2020,825,False
China (mainland),Life Sciences,2018,1002,False
China (mainland),Energy Management,2014,106,True
China (mainland),Physical Sciences and Engineering,2024,24,False
Lithuania,Industry and Manufacturing,2014,1,True
Lithuania,Business,2022,0,False
Ukraine,Industry and Manufacturing,2019,0,False
Serbia,Banking and Finance,2017,0,True
Switzerland,Telecommunications,2014,1,True
Romania,Energy Management,2022,0,False
Romania,Life Sciences,2021,0,False
Philippines,Telecommunications,2018,0,False
Croatia,Banking and Finance,2015,0,True
Croatia,Energy Management,2015,0,True
Slovakia,Personal Devices and Computing,2015,0,True
Hong Kong,Personal Devices and Computing,2016,2,True
Luxembourg,Telecommunications,2022,6,False
Luxembourg,Transportation,2017,0,True
Belgium,Life Sciences,2021,1,False
Argentina,Transportation,2018,0,False
Uruguay,Telecommunications,2020,0,False
Cuba,Industry and Manufacturing,2020,1,False
Saudi Arabia,Energy Management,2021,0,False
Turkey,Transportation,2014,0,True
Brazil,Banking and Finance,2014,1,True
Brazil,Banking and Finance,2016,2,True
Brazil,Life Sciences,2020,18,False
Hungary,Industry and Manufacturing,2016,2,True
Hungary,Industry and Manufacturing,2021,2,False
India,Personal Devices and Computing,2021,0,False
India,Life Sciences,2018,21,False
Mexico,Physical Sciences and Engineering,2017,5,True
Malaysia,Physical Sciences and Engineering,2018,0,False
Malaysia,Transportation,2014,0,True
New Zealand,All,2018,11,False
New Zealand,Life Sciences,2016,2,True
New Zealand,Transportation,2014,0,True
Singapore,All,2021,3,False
Singapore,Banking and Finance,2015,3,True
Austria,Business,2018,0,False
Canada,Business,2015,30,True
Canada,Banking and Finance,2022,0,False
Finland,All,2015,6,True
Finland,Life Sciences,2019,8,False
Israel,Security,2020,8,False
Israel,Life Sciences,2015,2,True
Israel,Life Sciences,2016,0,True
Poland,Banking and Finance,2018,0,False
Poland,Industry and Manufacturing,2021,3,False
Poland,Physical Sciences and Engineering,2016,1,True
Poland,Energy Management,2017,0,True
Portugal,All,2021,1,False
Portugal,Physical Sciences and Engineering,2021,0,False
Portugal,Transportation,2014,0,True
Australia,Personal Devices and Computing,2017,110,True
Australia,Telecommunications,2018,75,False
Germany,Business,2023,9,False
Germany,Industry and Manufacturing,2021,30,False
Spain,Transportation,2021,2,False
France,Life Sciences,2019,18,False
France,Life Sciences,2021,13,False
France,Telecommunications,2015,2,True
United Kingdom,Transportation,2016,17,True
United Kingdom,Transportation,2023,1,False
United Kingdom,Industry and Manufacturing,2019,9,False
United Kingdom,Energy Management,2018,8,False
United Kingdom,Banking and Finance,2017,6,True
Greece,Industry and Manufacturing,2020,0,False
Japan,All,2016,1186,True
Japan,Transportation,2016,252,True
South Korea,Life Sciences,2023,22,False
South Korea,Personal Devices and Computing,2018,1074,False
Netherlands,Transportation,2018,0,False
Netherlands,Energy Management,2015,0,True
Netherlands,Banking and Finance,2022,1,False
Netherlands,Life Sciences,2016,0,True
Netherlands,All,2022,44,False
Taiwan,All,2015,42,True
Taiwan,Physical Sciences and Engineering,2018,6,False
Taiwan,Business,2014,4,True
United States,Business,2018,1345,False
United States,Energy Management,2021,107,False
United States,Banking and Finance,2014,65,True
China (mainland),Transportation,2021,3465,False
China (mainland),Energy Management,2024,42,False
China (mainland),Personal Devices and Computing,2019,11675,False
Lithuania,Industry and Manufacturing,2017,1,True
Lithuania,Energy Management,2014,0,True
Lithuania,Energy Management,2019,0,False
Lithuania,Transportation,2014,0,True
Ukraine,Telecommunications,2022,0,False
Serbia,Physical Sciences and Engineering,2017,0,True
Serbia,Industry and Manufacturing,2017,1,True
South Africa,Business,2018,1,False
South Africa,Transportation,2017,0,True
Switzerland,Life Sciences,2021,0,False
Switzerland,Transportation,2021,0,False
Romania,Telecommunications,2021,0,False
Romania,Transportation,2021,0,False
Peru,Life Sciences,2015,1,True
Peru,Security,2015,0,True
Peru,Personal Devices and Computing,2016,0,True
Slovenia,Life Sciences,2016,0,True
Bulgaria,Banking and Finance,2018,0,False
Chile,Energy Management,2015,0,True
Croatia,All,2018,2,False
Croatia,Personal Devices and Computing,2015,0,True
Croatia,Personal Devices and Computing,2019,1,False
Colombia,Telecommunications,2019,0,False
Norway,Physical Sciences and Engineering,2021,0,False
Norway,Energy Management,2019,1,False
Norway,Banking and Finance,2018,1,False
Luxembourg,Physical Sciences and Engineering,2017,0,True
Luxembourg,Business,2016,0,True
Luxembourg,Transportation,2022,0,False
Belgium,Industry and Manufacturing,2019,0,False
Czechia,Security,2023,0,False
Czechia,Life Sciences,2017,0,True
Argentina,Industry and Manufacturing,2019,0,False
Uruguay,Energy Management,2017,0,True
Turkey,Telecommunications,2014,1,True
Turkey,Security,2019,0,False
Turkey,Physical Sciences and Engineering,2018,0,False
Morocco,Energy Management,2016,0,True
Morocco,Security,2015,0,True
Brazil,Physical Sciences and Engineering,2017,8,True
Hungary,Transportation,2019,0,False
Hungary,Transportation,2020,0,False
Hungary,All,2019,4,False
Hungary,Telecommunications,2014,1,True
India,Business,2021,0,False
India,Security,2016,5,True
Italy,Personal Devices and Computing,2014,0,True
Italy,Security,2019,3,False
Mexico,All,2014,16,True
Mexico,Business,2016,12,True
Malaysia,Transportation,2015,6,True
Malaysia,Transportation,2016,2,True
Malaysia,Business,2021,0,False
New Zealand,Telecommunications,2017,1,True
New Zealand,Industry and Manufacturing,2014,1,True
Russia,Business,2019,15,False
Russia,Industry and Manufacturing,2021,1,False
Singapore,All,2019,95,False
Singapore,Banking and Finance,2021,0,False
Singapore,Telecommunications,2015,6,True
Austria,Telecommunications,2018,0,False
Austria,Transportation,2016,3,True
Austria,Industry and Manufacturing,2018,0,False
Canada,Transportation,2017,49,True
Canada,Banking and Finance,2021,7,False
Denmark,Energy Management,2019,1,False
Denmark,Security,2022,0,False
Denmark,Business,2016,1,True
Denmark,Telecommunications,2018,8,False
Finland,Physical Sciences and Engineering,2014,0,True
Finland,Banking and Finance,2018,0,False
Israel,Physical Sciences and Engineering,2021,0,False
Poland,Industry and Manufacturing,2018,1,False
Poland,Physical Sciences and Engineering,2014,0,True
Portugal,All,2016,6,True
Portugal,Energy Management,2020,0,False
Portugal,Transportation,2016,1,True
Portugal,Life Sciences,2019,0,False
Portugal,Life Sciences,2021,0,False
Sweden,Life Sciences,2016,1,True
Sweden,Banking and Finance,2017,1,True
Sweden,Personal Devices and Computing,2014,0,True
Germany,Transportation,2023,2,False
Germany,Banking and Finance,2022,2,False
Germany,Energy Management,2021,11,False
Spain,Business,2022,1,False
Spain,Security,2020,2,False
Spain,Personal Devices and Computing,2019,19,False
France,Banking and Finance,2023,0,False
France,Industry and Manufacturing,2016,2,True
France,Industry and Manufacturing,2020,11,False
United Kingdom,Personal Devices and Computing,2020,75,False
United Kingdom,Banking and Finance,2015,2,True
Greece,All,2023,2,False
Greece,Industry and Manufacturing,2015,1,True
Japan,Energy Management,2021,73,False
Japan,Personal Devices and Computing,2021,320,False
Japan,Life Sciences,2020,322,False
Japan,Security,2021,36,False
Netherlands,Personal Devices and Computing,2015,3,True
Netherlands,Personal Devices and Computing,2020,7,False
Netherlands,Business,2017,0,True
Netherlands,Banking and Finance,2014,0,True
Taiwan,Personal Devices and Computing,2021,90,False
Taiwan,Banking and Finance,2015,0,True
United States,All,2019,12526,False
United States,Industry and Manufacturing,2017,303,True
United States,Banking and Finance,2017,402,True
China (mainland),Personal Devices and Computing,2024,325,False
Lithuania,Banking and Finance,2014,0,True
Lithuania,Banking and Finance,2018,0,False
Lithuania,Banking and Finance,2020,0,False
Lithuania,Transportation,2017,0,True
Lithuania,Telecommunications,2015,0,True
Ukraine,Transportation,2017,0,True
Ukraine,Security,2016,0,True
Ukraine,Physical Sciences and Engineering,2017,0,True
South Africa,Personal Devices and Computing,2023,0,False
Switzerland,Telecommunications,2018,2,False
Romania,Energy Management,2018,0,False
Romania,Industry and Manufacturing,2018,0,False
Romania,Security,2015,0,True
Philippines,Industry and Manufacturing,2017,0,True
Peru,Transportation,2022,0,False
Peru,Energy Management,2018,0,False
Peru,All,2022,1,False
Slovenia,Business,2022,0,False
Slovenia,Banking and Finance,2015,1,True
Slovenia,Personal Devices and Computing,2018,2,False
Bulgaria,Industry and Manufacturing,2022,0,False
Bulgaria,Physical Sciences and Engineering,2022,0,False
Slovakia,Security,2021,0,False
Indonesia,All,2016,1,True
Hong Kong,Security,2017,0,True
Hong Kong,Telecommunications,2016,3,True
Norway,All,2020,6,False
Luxembourg,All,2020,12,False
Luxembourg,Banking and Finance,2023,0,False
Belgium,Physical Sciences and Engineering,2017,0,True
Czechia,Security,2020,0,False
Argentina,Industry and Manufacturing,2017,0,True
Iran,Security,2018,1,False
Jordan,Energy Management,2021,0,False
Turkey,Physical Sciences and Engineering,2015,0,True
Morocco,Banking and Finance,2016,0,True
Morocco,Transportation,2020,0,False
Brazil,Business,2014,1,True
Hungary,Energy Management,2019,1,False
Hungary,Business,2015,0,True
Hungary,Personal Devices and Computing,2018,1,False
India,Industry and Manufacturing,2016,2,True
Italy,Banking and Finance,2018,1,False
Mexico,Industry and Manufacturing,2016,6,True
Mexico,Telecommunications,2018,9,False
Malaysia,Industry and Manufacturing,2016,0,True
Malaysia,Banking and Finance,2015,2,True
New Zealand,Industry and Manufacturing,2019,1,False
New Zealand,Business,2015,1,True
Russia,Banking and Finance,2015,1,True
Russia,Transportation,2018,11,False
Singapore,Banking and Finance,2018,15,False
Austria,Personal Devices and Computing,2017,1,True
